id, name,act,debut_date,disband_date,sales_circle, views, circle_streaming_score, billboard global, music_show_awards, yearly_awards, paks
2851,Jaewon,solo,2005-04-04,2020,0,0,0,0,0,0,0
2852,Lee Junyoung,solo,2019-11-28,,24885,1035520,0,0,0,0,0
2853,Kevin,solo,,2017,0,0,2674,0,0,0,0
2854,AJ,solo,,2016,0,0,0,0,0,0,0
2855,Dongho,solo,,2013,0,0,0,0,0,0,0
2856,Kim Kibum,solo,,2011,0,0,0,0,0,0,0
2857,Alexander,solo,,2011,1523,0,0,0,0,0,0
2858,Trainee A,group,,2022-12,0,3151734,0,0,0,0,0
2860,Leo,solo,2023-08-19,,13309,3524874,0,0,0,0,0
2861,Sangwon,solo,,2022,0,0,0,0,0,0,0
2862,Woochan,solo,2019-07-13,,0,2373540,0,0,0,0,0
2863,James,solo,,,0,0,0,0,0,0,0
2864,JJ,solo,,2022,0,0,0,0,0,0,0
2866,Park Hyunjin,solo,2022-04-13,,0,2982837,0,0,0,0,0
2867,Achillo,solo,2022-04-12,,0,0,0,0,0,0,0
2868,Jo Woochan + Park Hyunjin + Achillo,group,2018-01-05,,0,6800348,0,0,0,0,0
2869,Park Jungmin,solo,2011-01-20,,36550,5409562,170,0,0,0,0
2870,Kim Kyujong,solo,2011-09-26,,36953,1887394,53,0,0,0,0
2871,JiU,solo,,2017,0,0,0,0,0,0,0
2872,Hwanhee,solo,,2015,0,0,0,0,0,0,0
2873,Jaekyung,solo,,,0,0,0,0,0,0,0
2874,Jaewon,solo,,,0,0,0,0,0,0,0
2875,Junghoon,solo,,,0,0,0,0,0,0,0
2876,Jongwan,solo,,,0,12556785,0,0,0,1,0
2877,Kevin,solo,,2017,0,0,0,0,0,0,0
2878,Minwoo,solo,,2015,0,0,0,0,0,0,0
2879,Son Seoah,solo,2019-12-02,2017,0,436,0,0,0,0,0
2880,Koo Hyesun,solo,2009-09-03,,0,2780887,117,0,0,0,0
2881,Moon Sujin,solo,2018-10-31,,0,8313387,0,0,0,0,0
2882,Hyeme,solo,,2020,0,0,0,0,0,0,0
2883,Seunghyun,solo,,2020,0,0,0,0,0,0,0
2884,Leia,solo,,2022,0,0,0,0,0,0,0
2885,Namfon,solo,,2020,0,0,0,0,0,0,0
2886,Jieun,solo,,2019,0,0,0,0,0,0,0
2887,Zi.U,solo,,2019,0,0,0,0,0,0,0
2888,Ttabo,solo,,2018,0,0,0,0,0,0,0
2889,Yumin,solo,,2018,0,0,0,0,0,0,0
2890,Alex,solo,,2017,0,0,0,0,0,0,0
2891,Yina,solo,,2017,0,0,0,0,0,0,0
2892,Joy,solo,,2012,0,0,2405,0,0,0,0
2893,Cosmic Girl,solo,2016-09-19,,0,879517,0,0,0,0,0
2894,Riko,solo,,2017,0,0,0,0,0,0,0
2895,Di,solo,,2016,0,0,0,0,0,0,0
2896,T-ae,solo,,2016,0,0,0,0,0,0,0
2897,Xia,solo,,2016,0,0,0,0,0,0,0
2898,DIAWINGS,group,2018-12-18,,0,1334520,0,0,0,0,0
2899,Dahae,solo,,,0,10512,0,0,0,0,0
2900,Yiyeon,solo,,,0,0,0,0,0,0,0
2901,Nature,solo,,,30924,193,0,0,0,0,0
2902,Lee Soojin,solo,,,0,0,0,0,0,0,0
2903,Yoonie,solo,2024-04-09,,0,67640,0,0,0,0,0
2904,San E + Mad Clown,group,2015-11-18,,0,11038105,798,0,0,0,0
2905,MVP,group,2017-03-17,2022-02,662,1473602,0,0,0,0,0
2906,CLOUD,solo,,,0,23311,0,0,0,0,0
2907,SoReal,group,2014-03-12,2014,500,199867,0,0,0,0,0
2908,Rockit Girl,group,2019-01-13,,0,21500555,0,0,0,0,0
2909,Super Junior + Girls\' Generation,group,2009-12-11,2009,0,0,0,0,0,0,0
2910,D.ear,solo,2012-12-20,,0,228594,0,0,0,0,0
2911,D.ear + Jaehyun,group,2017-11-24,2017,0,22642275,0,0,0,0,0
2912,Max + Krystal,group,2014-02-12,,0,0,0,0,0,0,0
2913,Zion.T + Crush,group,2015-02-01,2015,0,12747519,2000,0,2,1,0
2914,Kim Wonjoo,solo,,,0,0,130,0,0,0,0
2915,LimJi,solo,2014-10-17,,0,93407,0,0,0,0,0
2916,Minjae,solo,,2018,0,0,0,0,0,0,0
2917,Miso,solo,,2018,0,0,0,0,0,0,0
2918,Ari,solo,,2018,0,0,0,0,0,0,0
2919,Jungbin,solo,,2014,0,0,0,0,0,0,0
2920,Jisoo,solo,,2017,0,0,0,0,0,0,0
2921,Jin,solo,,2013,0,0,0,0,0,0,0
2922,Moon Kim,solo,,,0,124688,0,0,0,0,0
2923,James Lee,solo,,2017,0,0,0,0,0,0,0
2924,Yein,solo,,2018,0,0,0,0,0,0,0
2925,Seunghwan,solo,,,0,0,0,0,0,0,0
2926,Yunsung,solo,,,0,0,0,0,0,0,0
2927,Kangmin,solo,,,0,0,0,0,0,0,0
2928,Lee Hanjoo,solo,,,0,0,0,0,0,0,0
2929,Seo Changseok,solo,,,0,0,0,0,0,0,0
2931,Jo Jeongbeom,solo,,,0,0,0,0,0,0,0
2932,Suhyun,solo,,2023,0,0,0,0,0,0,0
2933,Woosung,solo,,2023,0,0,0,0,0,0,0
2934,Taeha,solo,,2019,0,14522,0,0,0,0,0
2935,Ace,solo,,,0,135650,0,0,0,0,0
2936,Jacob,solo,,2024,0,0,0,0,0,0,0
2937,Ziu,solo,,2024,0,0,0,0,0,0,0
2938,Xiao,solo,,2016,0,38453,0,0,0,0,0
2939,Zehan,solo,,2016,0,0,0,0,0,0,0
2940,Gyeoul,solo,,2017,0,0,0,0,0,0,0
2941,Donghyun,solo,,,0,3496932,0,0,0,0,0
2942,LIM YOUNG MIN,solo,2023-08-29,,48859,13826543,0,0,0,0,0
2943,Xion,solo,,,0,191532,0,0,0,0,0
2944,Jenny,solo,,2022,0,0,0,0,0,0,0
2945,Seorin,solo,,2022,0,0,0,0,0,0,0
2946,Hyemin,solo,,2009,0,0,0,0,0,0,0
2947,Misty,solo,,2012,0,0,0,0,0,0,0
2948,Heeyoung,solo,,2011,0,0,0,0,0,0,0
2949,Sihyun,solo,,2013,0,0,0,0,0,0,0
2950,Brad,solo,,2013,0,0,0,0,0,0,0
2951,Kim HyungTae,solo,,2013,0,0,0,0,0,0,0
2952,Jaijin,solo,,2021,0,0,0,0,0,0,0
2953,Jaeduck,solo,,2021,0,0,0,0,0,0,0
2954,Suwon,solo,,2021,0,0,0,0,0,0,0
2955,Sunghoon,solo,,2018,1892,0,430,0,0,0,0
2956,Jiyong,solo,,2020,0,0,0,0,0,0,0
2957,Woosang,solo,,2015,0,0,0,0,0,0,0
2958,Hoik,solo,,,0,0,0,0,0,0,0
2959,Kimchi,solo,,2015,0,0,0,0,0,0,0
2960,Joowon,solo,,2013,0,0,305,0,0,0,0
2961,Suhyeon,solo,,,0,0,0,0,0,0,0
2962,Sheon,solo,,,0,4795,0,0,0,0,0
2963,Siyoon,solo,,,0,0,0,0,0,0,0
2964,Grita,solo,,,0,0,0,0,0,0,0
2965,Miso,solo,,2018,0,0,0,0,0,0,0
2966,Seol,solo,,2018,0,0,0,0,0,0,0
2967,Dawon,solo,,,0,49628,0,0,0,0,0
2968,Yoo Taeyang,solo,,,0,654247,0,0,0,0,0
2969,Bizzy,solo,2008-06-27,,0,2071,0,0,0,0,0
2970,Brian,solo,,,6402,325438,764,0,1,0,0
2971,Shihyun,solo,,2021,0,0,0,0,0,0,0
2972,Kiwon,solo,,2021,0,0,0,0,0,0,0
2973,Sunghyuk,solo,,2024,0,0,0,0,0,0,0
2974,FAINIT,group,2022-06-13,2022-09,0,253618,0,0,0,0,0
2975,Jinseo,solo,,2022,0,0,0,0,0,0,0
2976,Solia,group,2021-08-17,2021-08,0,2449837,0,0,0,0,0
2977,Soree,solo,,2021,0,0,0,0,0,0,0
2978,Hayeon,solo,,2021,0,0,0,0,0,0,0
2979,Suna,solo,,2021,0,0,0,0,0,0,0
2980,Soyeon,solo,,2021,0,0,0,0,0,0,0
2981,Eunbi,solo,,2021,0,0,0,0,0,0,0
2982,Yua,solo,,2021,0,0,0,0,0,0,0
2983,Ruka,solo,,2021,0,0,0,0,0,0,0
2984,Sara,solo,,2021,0,0,0,0,0,0,0
2985,Nako,solo,,2020,0,0,0,0,0,0,0
2986,Woojin,solo,,,0,0,0,0,0,0,0
2987,Taeseung,solo,,2021,0,0,0,0,0,0,0
2989,Ryeowook + Luna,group,,,0,420495,0,0,0,0,0
2990,Kim Mijeong,solo,2018-07-26,,0,406219,0,0,0,0,0
2991,Yukika + Kim Mijeong,group,2022-01-13,2022,0,144094,0,0,0,0,0
2992,Key + Doyoung,group,2016-11-10,2016,0,0,0,0,0,0,0
2993,Leeteuk + Key,group,2012-03-26,2012,0,0,0,0,0,0,0
2994,Kim Heeseok,solo,2022-06-15,,0,10241,0,0,0,0,0
2995,Mamadol,group,2022-01-28,2022-02,0,6746267,0,0,0,0,0
2996,Jungah,solo,2006-08-25,2022,0,48008,0,0,0,1,0
2997,Yang Eunji,solo,,2022,0,0,0,0,0,0,0
2998,Hyun Jyuni,solo,,2022,0,0,0,0,0,0,0
3000,Chanseung,solo,,,0,0,0,0,0,0,0
3001,Eddy,solo,,,0,0,0,0,0,0,0
3002,Baekhan,solo,,,0,0,0,0,0,0,0
3003,Teen,solo,,,0,0,0,0,0,0,0
3005,SUPERKIND,group,2022-06-20,2025-04,6776,5796709,0,0,0,0,0
3006,LAPILLUS,group,2022-06-20,,0,29168602,0,0,0,1,0
3007,Shana,solo,,,0,0,0,0,0,0,0
3008,Chanty,solo,,,0,0,0,0,0,0,0
3009,Yue,solo,,,0,0,0,0,0,0,0
3010,Bessie,solo,,,0,0,0,0,0,0,0
3011,Seowon,solo,,,0,0,0,0,0,0,0
3012,Haeun,solo,,,0,0,0,0,0,0,0
3013,Pepsi Collab Jun 2022 1,group,2022-06-20,2022,0,0,0,0,0,0,0
3014,Code Kunst + Meenoi,group,2022-06-22,2022,0,5779646,0,0,0,0,0
3015,Jihun,solo,,,0,0,0,0,0,0,0
3016,Inseong,solo,,,0,43923,0,0,0,0,0
3017,Youjin,solo,,2018,0,0,0,0,0,0,0
3018,Moos,solo,,2017,0,0,0,0,0,0,0
3019,Daewon,solo,,2019,0,0,0,0,0,0,0
3020,Lee Woo,solo,2018-10-27,,0,3735085,1242,0,0,0,0
3021,Jota,solo,,2017,0,0,0,0,0,0,0
3022,Heojun,solo,,2017,0,0,0,0,0,0,0
3023,Buffy,solo,,2017,0,0,0,0,0,0,0
3024,H.O,solo,,2017,0,0,0,0,0,0,0
3025,Juhyeon,solo,,,0,0,0,0,0,0,0
3026,Sangah,solo,,,0,0,0,0,0,0,0
3027,Nayoung,solo,,,0,0,0,0,0,0,0
3028,Hina,solo,,,0,0,0,0,0,0,0
3029,Yujeong,solo,,,0,0,0,0,0,0,0
3030,Jian,solo,,2022,0,0,0,0,0,0,0
3031,Subin,solo,,,0,0,0,0,0,0,0
3032,Jaehyun,solo,,,0,0,0,0,0,0,0
3033,Donghyun,solo,,,0,0,0,0,0,0,0
3034,Jinseok,solo,,,0,0,0,0,0,0,0
3035,Jian,solo,,2022,0,0,0,0,0,0,0
3036,Park Je Up,solo,2022-10-03,,0,69255,0,0,0,0,0
3037,Sang,solo,,2022,0,0,0,0,0,0,0
3038,HELLO GLOOM,solo,2021-09-29,,0,2503833,0,0,0,0,0
3042,Marco 619,solo,,,0,9036,0,0,0,0,0
3044,Hansol,solo,,2019,0,0,0,0,0,0,0
3046,Yuchan,solo,,,0,4752495,0,0,0,0,0
3047,Kijoong,solo,,2019,0,0,0,0,0,0,0
3048,Arang,solo,,,0,0,0,0,0,0,0
3049,Harin,solo,,2024,0,0,0,0,0,0,0
3050,Miu,solo,,2021,0,0,0,0,0,0,0
3051,Yubeen,solo,,2020,0,0,0,0,0,0,0
3052,Rai,solo,,2018,0,0,0,0,0,0,0
3053,Yuvin,solo,,,0,67660,0,0,0,0,0
3054,Youna,solo,,,0,0,0,0,0,0,0
3055,Doeun,solo,,,0,0,0,0,0,0,0
3056,Gaeun,solo,,,0,0,0,0,0,0,0
3057,Hyeona,solo,,,0,0,0,0,0,0,0
3058,Daeun,solo,,2018,0,0,0,0,0,0,0
3059,Junhee,solo,2025-08-13,,4960,1528089,0,0,0,0,0
3060,Kim Byeongkwan,solo,,,0,0,0,0,0,0,0
3062,Ha Hyunwoo + Hongki,group,2018-07-23,,0,174625,0,0,0,0,0
3063,Pepsi Collab Jun 2022 2,group,2022-06-28,2022,0,0,0,0,0,0,0
3064,BSS,group,2018-03-21,,1556978,202943878,4721,0,9,2,0
3065,Jaehyun,solo,,,0,0,0,0,0,0,0
3066,Dongsung,solo,,,0,0,0,0,0,0,0
3067,Youngjun,solo,,,1547,173938,2042,0,0,0,0
3068,Sung Hoon,solo,,,0,0,0,0,0,0,0
3069,Nam Kyu Ri,solo,2010-04-28,,0,3228459,77,0,0,0,0
3070,Lee Boram,solo,2017-01-17,,0,929277,0,0,0,0,0
3071,Soomi,solo,,2012,0,0,0,0,0,0,0
3073,Moon Sujin + Jiselle,group,2022-05-12,,0,3525292,0,0,0,0,0
3074,Seokhoon,solo,2010-04-22,,0,12151561,939,0,0,0,0
3075,Dongha,solo,,2011,0,0,0,0,0,0,0
3076,Lee Jinsung,solo,,,0,121825,192,0,0,0,0
3077,Kim Minsoo,solo,,2008,0,0,0,0,0,0,0
3078,Han Seunghee,solo,,2014,0,5776,77,0,0,0,0
3080,Youngjae,solo,,2014,0,0,0,0,0,0,0
3082,Jeong Seyong,solo,,2008,0,0,0,0,0,0,0
3083,Han Hyeonhee,solo,,2011,0,0,0,0,0,0,0
3084,Lee Jeongho,solo,,2011,0,0,0,0,0,0,0
3085,J1,solo,,2008,0,0,0,0,0,0,0
3086,Ha Eun,solo,,,0,1314970,0,0,0,0,0
3087,Yo Sep,solo,,,0,27638,0,0,0,0,0
3088,Hanbin,solo,,,0,31217,0,0,0,0,0
3089,HOA,group,2016-05-30,,0,629306,0,0,0,0,0
3090,TATO,solo,,2011,0,0,0,0,0,0,0
3091,Youngho,solo,,2013,0,0,0,0,0,0,0
3092,Uhm Juhyuk,solo,,2013,0,0,0,0,0,0,0
3093,Acoustic Collabo,group,2010-03-11,,287,2652453,2131,0,0,0,0
3094,Kim Seungjae,solo,,,0,0,0,0,0,0,0
3095,Ahn Daeun,solo,,,0,0,0,0,0,0,0
3096,RiSe,solo,,2014,0,0,0,0,0,0,0
3097,EunB,solo,,2014,0,0,0,0,0,0,0
3098,Sungjin,solo,,1999,0,0,0,0,0,0,0
3099,Myunghoon,solo,2012-12-09,,0,0,0,0,0,0,0
3100,Yoomin,solo,2011-02-21,2011,0,0,0,0,0,0,0
3101,Sunghoon,solo,,2006,0,0,0,0,0,0,0
3102,Hwansung,solo,,2000,0,0,0,0,0,0,0
3103,Joon Park,solo,,,0,0,0,0,0,0,0
3104,Kyesang,solo,,,0,0,0,0,0,0,0
3105,Danny Ahn,solo,,,0,0,0,0,0,0,0
3106,Hoyoung,solo,,,0,146991,0,0,1,0,0
3107,Sohee,solo,2017-11-08,,0,131460,0,0,0,0,0
3108,Jieun,solo,,2012,0,0,0,0,0,0,0
3109,Gajin,solo,,2012,0,0,0,0,0,0,0
3110,Minjung,solo,,2012,0,0,0,0,0,0,0
3111,Jinkyung,solo,,2012,0,0,0,0,0,0,0
3112,Minsun,solo,,2011,0,0,0,0,0,0,0
3113,Youngtak,solo,2007-03-05,,1706523,99219323,1723,0,0,7,0
3114,IRRIS,group,2022-07-06,,0,15809586,0,0,0,0,0
3115,Yoojung,solo,,,0,3883514,0,0,0,0,0
3116,Choiza,solo,,,0,0,89,0,0,0,0
3117,Winner One,solo,,,0,0,0,0,0,0,0
3118,Bigmountain,solo,,,0,0,0,0,0,0,0
3119,Do Won,solo,,,0,0,0,0,0,0,0
3120,TAQ,solo,,2013,0,0,0,0,0,0,0
3121,Goon Jo,solo,,2016,0,0,0,0,0,0,0
3122,Joon Seok,solo,,2019,0,0,0,0,0,0,0
3123,Raze,solo,,2015,0,0,0,0,0,0,0
3124,Yuju,solo,,2024,0,0,0,0,0,0,0
3125,Bora,solo,,2024,0,233287,0,0,0,0,0
3126,Jiwon,solo,,2024,0,0,0,0,0,0,0
3127,May,solo,,2024,0,0,0,0,0,0,0
3128,Chancellor,solo,2015-09-18,,0,4083583,0,0,0,0,0
3129,Chancellor + Younha,group,2020-08-04,,0,461462,0,0,0,0,0
3130,Hyunjun,solo,,,0,0,0,0,0,0,0
3131,Woosu,solo,,,0,0,0,0,0,0,0
3132,Jay,solo,,2019,1297,0,775,0,0,0,0
3133,MINUE,solo,,,5357,1747629,0,0,0,0,0
3134,Attack,solo,,2008,0,0,0,0,0,0,0
3135,Junhyuk,solo,,2021,0,0,0,0,0,0,0
3136,Hero,solo,,2019,0,0,0,0,0,0,0
3137,Doyool,solo,,2019,0,0,0,0,0,0,0
3138,Bitsaeon,solo,,,0,85440,0,0,0,0,0
3139,lina,solo,,2022,0,0,0,0,0,0,0
3140,Yunseul,solo,,,0,0,0,0,0,0,0
3141,Bomin,solo,,2022,0,0,0,0,0,0,0
3142,Nina,solo,,,0,0,0,0,0,0,0
3143,Haeun,solo,,,0,0,0,0,0,0,0
3144,Sunn,solo,,2021,0,0,0,0,0,0,0
3145,Suyun,solo,,,0,0,0,0,0,0,0
3146,Sohee,solo,,,0,0,0,0,0,0,0
3147,Dahyun,solo,,,0,0,0,0,0,0,0
3148,Deokin,solo,,,0,0,0,0,0,0,0
3149,Imcheol,solo,,,0,0,0,0,0,0,0
3150,Joonghyuk,solo,,,0,0,0,0,0,0,0
3151,Huh,solo,,,0,13326566,258,0,0,0,0
3152,Minhyuk,solo,,2021,0,0,0,0,0,0,0
3153,J.Yoon,solo,,2021,0,0,0,0,0,0,0
3154,Jaehyun,solo,,,0,0,0,0,0,0,0
3155,Sunggyu,solo,,2005,0,0,0,0,0,0,0
3156,Gilgu,solo,,,0,95524,0,0,0,0,0
3157,Bonggu,solo,,,0,965960,0,0,0,0,0
3158,Kim Root,solo,,2019,0,0,0,0,0,0,0
3159,Shin Hyunhee,solo,,2019,0,0,0,0,0,0,0
3160,Kangmin,solo,,,0,0,0,0,0,0,0
3161,WSG Wannabe,group,,,0,2248936,825,0,0,0,0
3162,UiU,group,2022-07-10,,0,195748,0,0,0,0,0
3163,Laun,solo,,2019,0,0,0,0,0,0,0
3164,Choi Junghoon,solo,,,0,0,125,0,0,0,0
3165,Kim Dohyung,solo,,,0,0,0,0,0,0,0
3166,Yoon Kyul,solo,,,0,0,0,0,0,0,0
3167,Jang Kyungjun,solo,,,0,0,0,0,0,0,0
3168,Yoo Younghyun,solo,,2019,0,0,0,0,0,0,0
3169,ONLEE,solo,2023-09-09,,0,410193,0,0,0,0,0
3170,Yechan,solo,,,0,0,0,0,0,0,0
3171,Haneul,solo,,2023,0,0,0,0,0,0,0
3172,Juyeon,solo,,,0,0,0,0,0,0,0
3173,Yuki,solo,,,0,0,0,0,0,0,0
3174,Minseo,solo,,,0,0,0,0,0,0,0
3175,Chaewon,solo,,2018,0,0,0,0,0,0,0
3176,Chohee,solo,,2019,0,0,0,0,0,0,0
3177,Sion,solo,,2019,0,0,0,0,0,0,0
3178,Sunha,solo,,2019,0,0,0,0,0,0,0
3179,Bori,solo,,2019,0,0,0,0,0,0,0
3180,Rina,solo,,2019,0,0,0,0,0,0,0
3181,Aryoung,solo,,2019,0,0,0,0,0,0,0
3182,BUDY,solo,2019-03-14,,0,1233844,0,0,0,0,0
3183,Rena,solo,,2017,0,0,0,0,0,0,0
3184,EJ,solo,,2017,0,0,0,0,0,0,0
3185,Hami,solo,,2017,0,0,0,0,0,0,0
3186,Chu,solo,2019-01-01,,0,329445,0,0,0,0,0
3187,Nine,solo,,2015,0,0,0,0,0,0,0
3188,Danbee,solo,,2016,0,0,0,0,0,0,0
3189,Duri,solo,,2016,0,0,0,0,0,0,0
3190,Yull,solo,,2015,0,0,0,0,0,0,0
3191,Jucy,solo,,2015,0,127791,0,0,0,0,0
3192,BÉBE YANA,solo,2017-05-12,,0,751712,0,0,0,0,0
3193,Yeon Joo,solo,,2015,0,0,0,0,0,0,0
3194,Seira,solo,,2025,0,0,0,0,0,0,0
3195,Takara,solo,,,0,0,0,0,0,0,0
3196,Yunji,solo,,2023,0,0,0,0,0,0,0
3197,Minjung,solo,,2019,0,0,0,0,0,0,0
3200,Jisoo,solo,,2020,0,0,0,0,0,0,0
3201,Chaeyeon,solo,,,0,0,0,0,0,0,0
3202,Apink CHOBOM,group,2022-07-12,,41288,21037604,0,0,0,0,0
3203,Sulhee,solo,,2025,0,0,0,0,0,0,0
3204,Jein,solo,,2023,0,0,0,0,0,0,0
3205,Chaerin,solo,,,0,0,0,0,0,0,0
3206,Dami,solo,,2020,0,0,0,0,0,0,0
3207,Daeun,solo,,2022,0,0,0,0,0,0,0
3208,Sara,solo,,2021,0,0,0,0,0,0,0
3209,Jandi,solo,,2020,0,0,0,0,0,0,0
3210,Siyeon,solo,,2020,0,0,0,0,0,0,0
3211,Heesu,solo,,2019,0,0,0,0,0,0,0
3212,Baekhap,solo,,2019,0,0,0,0,0,0,0
3213,1CHU,group,2022-07-12,2025-02,0,1254969,0,0,0,0,0
3214,Seunghun,solo,,,0,0,0,0,0,0,0
3216,Hyunsuk,solo,,,0,0,0,0,0,0,0
3219,Hangyul,solo,,,0,0,0,0,0,0,0
3221,Minhee,solo,,,0,0,0,0,0,0,0
3222,Junho,solo,,,0,0,0,0,0,0,0
3223,Shin,solo,,2017,0,0,0,0,0,0,0
3224,Chloe,solo,,2017,0,0,0,0,0,0,0
3225,Nata,solo,,2017,0,0,0,0,0,0,0
3226,Kayan,solo,,2017,0,0,0,0,0,0,0
3227,Min,solo,,2025-08,0,0,35,0,0,0,0
3228,Crystal,solo,,,0,0,0,0,0,0,0
3229,AS 1,group,2012-07-26,2017,0,0,0,0,0,0,0
3230,Kim Sungjoong,solo,2025-04-08,,0,145779,0,0,0,0,0
3231,Sanggon,solo,,,0,0,0,0,0,0,0
3232,Jeon Woo Sung,solo,2014-04-02,,340,8471853,150,0,0,0,0
3233,Sungho,solo,,,0,0,0,0,0,0,0
3234,Kyunsung,solo,,,0,0,0,0,0,0,0
3235,Andy,solo,,2021,0,0,0,0,0,0,0
3236,Hyun,solo,,2021,0,0,0,0,0,0,0
3237,Lue Younghoon,solo,2025-02-12,,0,5323,0,0,0,0,0
3238,Jeonggyu,solo,,2021,0,0,0,0,0,0,0
3239,Taeyoung,solo,,2022,0,0,0,0,0,0,0
3240,Rui,solo,,2021,0,0,0,0,0,0,0
3241,Vaan,solo,,2018,0,0,0,0,0,0,0
3242,Søye,solo,2020-09-21,,0,170777,0,0,0,0,0
3243,X4,group,2022-07-11,2022,0,0,0,0,0,0,0
3244,Lina,solo,,2020,0,0,0,0,0,0,0
3245,J,solo,,2020,0,0,0,0,0,0,0
3246,Raon,solo,,2020,0,0,0,0,0,0,0
3247,Dam I,solo,,2020,0,0,0,0,0,0,0
3248,Haena,solo,,2020,0,0,0,0,0,0,0
3249,Suzy,solo,,,0,0,0,0,0,0,0
3250,Dia,solo,,,0,0,0,0,0,0,0
3251,Sua,solo,,,0,0,0,0,0,0,0
3252,U_Chae,solo,2024-07-31,,0,209467,0,0,0,0,0
3253,Jihoon,solo,,,0,0,0,0,0,0,0
3254,Junkyu,solo,,,0,0,0,0,0,0,0
3255,Doyoung,solo,,,0,0,0,0,0,0,0
3256,Park Jeongwoo,solo,,,0,0,0,0,0,0,0
3257,Taehwan,solo,,,0,0,0,0,0,0,0
3258,Gon,solo,,,0,0,0,0,0,0,0
3259,Hyesung,solo,,,0,0,0,0,0,0,0
3260,Ahxian,solo,,,0,0,0,0,0,0,0
3261,Yeongkwang,solo,,,0,0,0,0,0,0,0
3262,Wonjin,solo,,,0,0,0,0,0,0,0
3263,Seongmin,solo,,,0,0,0,0,0,0,0
3264,Ain,solo,,,0,0,0,0,0,0,0
3265,Yohan,solo,,2020,0,0,0,0,0,0,0
3266,UO,solo,,,0,0,0,0,0,0,0
3267,Wooyoung,solo,,,0,0,0,0,0,0,0
3268,Eseo,solo,,2022,0,0,0,0,0,0,0
3269,K,solo,,,0,0,0,0,0,0,0
3270,Kwon Jieun,solo,2023-04-28,,0,175059,0,0,0,0,0
3271,Junghoon,solo,,2020,0,0,0,0,0,0,0
3272,Kyeongha,solo,,2018,0,0,0,0,0,0,0
3273,Mini,solo,,,0,0,0,0,0,0,0
3274,Bomi,solo,,,0,0,0,0,0,0,0
3275,Zia,solo,,,0,0,0,0,0,0,0
3276,Taeri,solo,,2024,0,0,0,0,0,0,0
3277,Yona,solo,,2020,0,0,0,0,0,0,0
3278,Sena,solo,,,0,0,0,0,0,0,0
3279,TEM,solo,,2015,0,0,0,0,0,0,0
3280,Bohye,solo,,2020,0,0,0,0,0,0,0
3281,Eujin,solo,,2015,0,0,0,0,0,0,0
3282,Dia,solo,2009-02-10,,0,3823904,721,0,0,0,0
3283,Yumi,solo,,2014,0,0,176,0,0,0,0
3284,Sihun,solo,,,0,55296,0,0,0,0,0
3285,Seongjun,solo,,,0,0,0,0,0,0,0
3286,Junghwan,solo,,,0,0,0,0,0,0,0
3287,Lina,solo,,2010,0,0,0,0,0,0,0
3288,Dana,solo,2001-09-10,,0,720045,0,0,0,0,0
3289,Sunday,solo,,2016,0,0,0,0,0,0,0
3290,Stephanie,solo,,,736,420274,0,0,0,0,0
3291,Gunil,solo,,,0,0,0,0,0,0,0
3292,Jungsu,solo,,,0,0,0,0,0,0,0
3293,Gaon,solo,,,0,0,0,0,0,0,0
3294,O.de,solo,,,0,0,0,0,0,0,0
3295,Jun Han,solo,,,0,0,0,0,0,0,0
3296,Jooyeon,solo,,,0,0,0,0,0,0,0
3297,Rayeon,solo,,,0,0,0,0,0,0,0
3298,Yoonhye,solo,,,0,0,0,0,0,0,0
3299,Via,solo,,,0,0,0,0,0,0,0
3300,Chiayi,solo,,,0,0,0,0,0,0,0
3301,Chaelin,solo,,2020,0,0,0,0,0,0,0
3302,Joohyun,solo,2003-06-02,,3151,179720,1253,0,0,0,0
3303,Jin,solo,,2005-10,0,0,0,0,0,0,0
3304,Yuri,solo,,2005-10,0,0,0,0,0,0,0
3305,Dojun,solo,,2020,0,0,0,0,0,0,0
3306,Yunji,solo,,2022,0,0,0,0,0,0,0
3307,Dawon,solo,,2022,0,0,0,0,0,0,0
3308,Sihyeon,solo,,2022,0,0,0,0,0,0,0
3309,Jueun,solo,,2021,0,0,0,0,0,0,0
3310,Zhang Liyin,solo,2006-09-08,,0,6470858,580,0,1,1,0
3315,Jay,solo,,,0,0,0,0,0,0,0
3316,Sunoo,solo,,,0,0,0,0,0,0,0
3317,Jaekyung,solo,,2010,0,0,0,0,0,0,0
3318,Bini,solo,,2011,0,0,0,0,0,0,0
3319,Rana,solo,,2011,0,0,0,0,0,0,0
3320,Minjae,solo,,,0,11982,0,0,0,0,0
3321,Siwoo,solo,,2015,0,0,0,0,0,0,0
3322,Ray,solo,,2015,0,0,0,0,0,0,0
3323,Kangjun,solo,,2015,0,0,0,0,0,0,0
3324,T.K,solo,,2015,0,0,0,0,0,0,0
3325,Jaejoon,solo,,,0,0,0,0,0,0,0
3326,Juntae,solo,,,0,39084,0,0,0,0,0
3327,Lyle,solo,,,0,0,0,0,0,0,0
3328,Chohee,solo,,,0,0,0,0,0,0,0
3329,ampstyle,solo,,2020-09,0,0,0,0,0,0,0
3330,Kim E-Z,solo,,,0,9881,52,0,0,0,0
3331,Heejin,solo,,2006,0,0,0,0,0,0,0
3332,Eunjin,solo,2005-12-15,2016,0,0,0,0,0,0,0
3333,Eunhye,solo,,,0,0,0,0,0,0,0
