id, name,act,debut_date,disband_date,sales_circle, views, circle_streaming_score, billboard global, music_show_awards, yearly_awards, paks
4294,Kang Minseo,solo,2022-02-23,,0,114919,0,0,0,0,0
4295,Ash-B,solo,2014-09-05,,0,18915524,0,0,0,0,0
4296,The Solutions,group,2012-06-08,,0,2448800,0,0,0,0,0
4297,Ohkyung,solo,,,0,0,0,0,0,0,0
4298,Naru,solo,,,0,0,0,0,0,0,0
4299,Sol,solo,,,0,0,0,0,0,0,0
4300,Hansol,solo,,,0,0,0,0,0,0,0
4301,Kei + The Solutions,group,,2016,0,673100,0,0,0,0,0
4302,Hong Jinyoung + Dia + Kim Yonja,group,,2017,0,371056,0,0,0,0,0
4303,Jooheon + Mad Clown,group,,2015,0,1082426,0,0,0,0,0
4304,mimiirose,group,2022-09-16,,9807,8360615,0,0,0,0,0
4305,Choi Yeonjae,solo,,,0,0,0,0,0,0,0
4306,Inn Hyori,solo,,,0,0,0,0,0,0,0
4307,Han Yewon,solo,,,0,0,0,0,0,0,0
4308,Yoon Jia,solo,,,0,0,0,0,0,0,0
4309,Seo Yunju,solo,,,0,0,0,0,0,0,0
4310,Jang Nara,solo,2001-06-18,,0,9949623,89,0,0,5,0
4311,Kyujin,solo,,,0,0,0,0,0,0,0
4312,J.Y. Park + Taecyeon + Wooyoung + Suzy,group,2012-09-17,2012,0,11124853,0,0,0,0,0
4313,Kang Min Kyung + Choi Junghoon,group,2022-09-26,2022,0,2648997,255,0,0,0,0
4314,Soyou + Kwon Soonil + Park Yongin,group,2014-09-26,2014,0,26899191,974,0,0,0,1
4315,Simon Dominic + Loco + Woo + Coogie,group,2022-09-19,2022,0,2573905,0,0,0,0,0
4316,Coogie,solo,2018-03-30,,0,20898713,229,0,0,0,0
4317,Jung Joon Young + Younha,group,2014-05-29,2014,0,1258927,0,0,0,0,0
4318,10cm + BIG Naughty,group,2022-09-25,2022,0,2514461,1922,0,0,1,0
4319,LIMELIGHT,group,,,93582,22928503,0,0,0,0,0
4320,MiU,solo,,,0,6878951,0,0,0,0,0
4321,Suhye,solo,,,0,0,0,0,0,0,0
4322,Gaeun,solo,,,0,0,0,0,0,0,0
4323,Keith Ape,solo,,,0,97821338,0,0,0,0,0
4324,Rinji,solo,,,0,0,0,0,0,0,0
4325,Sui,solo,,2013,0,0,0,0,0,0,0
4326,Shine,solo,,2013,0,0,0,0,0,0,0
4327,Semi,solo,,2013,0,0,0,0,0,0,0
4328,Azi,solo,,2013,0,0,0,0,0,0,0
4329,Nara,solo,,2011,0,0,0,0,0,0,0
4330,Peach,solo,,2011,0,0,0,0,0,0,0
4331,Ji U,solo,,2011,0,0,0,0,0,0,0
4332,Boreum,solo,,2012,0,0,0,0,0,0,0
4333,GroovyRoom,group,2017-07-24,,780,4577343,924,0,0,0,0
4334,IÖN,solo,,,0,328906,0,0,0,0,0
4335,Lee Hwimin,solo,,,0,0,0,0,0,0,0
4336,UJoo,solo,2018-08-13,,0,1706549,0,0,0,0,0
4337,JT&MARCUS,group,2021-10-14,2022,0,335535,0,0,0,0,0
4338,In the endless zanhyang we are,group,2016-12-29,,0,75147,0,0,0,0,0
4339,Ahn Dayoung,solo,,,0,87459,0,0,0,0,0
4340,Kim Haram,solo,,,0,0,0,0,0,0,0
4341,Lee Gunseok,solo,,,0,0,0,0,0,0,0
4342,Park Seonghoon,solo,,,0,0,0,0,0,0,0
4343,Kang Wonwoo,solo,,2017,0,0,0,0,0,0,0
4344,JUSTHIS,solo,2015-06-12,,560,13944393,0,0,0,0,0
4345,JUSTHIS + Paloalto,group,,,0,1647897,0,0,0,0,0
4346,NO:EL,solo,2017-09-02,,1150,2530235,0,0,0,0,0
4347,GIRIBOY + Kid Milli + NO:EL + Swings,group,2018-08-03,2018,0,39437920,0,0,0,0,0
4348,YANGHONGWON,solo,,,4301,5230553,566,0,0,0,0
4350,Indigo Music,group,2018-06-24,,0,53437560,0,0,0,0,0
4351,Nafla,solo,2016-04-01,,6232,44326659,101,0,0,0,0
4352,Diva,group,1997-09-05,2006,0,2397356,0,0,0,0,0
4353,Vicky,solo,,2006,0,0,0,0,0,0,0
4354,Ji Ni,solo,,2006,0,0,0,0,0,0,0
4355,Lee Minkyoung,solo,,2006,0,0,0,0,0,0,0
4356,Girl Friends,group,2006-07-10,2007,0,27540,0,0,0,0,0
4357,UP,group,1996-05-01,1999,0,4964696,0,0,0,0,0
4358,Yongil,solo,,1999,0,0,0,0,0,0,0
4359,Haejeong,solo,,1999,0,0,0,0,0,0,0
4360,Kyeon,solo,,1997,0,0,0,0,0,0,0
4361,Jeonghee,solo,,1999,0,0,0,0,0,0,0
4362,Sanghoo,solo,,1999,0,0,0,0,0,0,0
4364,ABLE,solo,,,39744,12353989,305,0,0,0,0
4365,Peach A!,group,2022-10-08,,0,14303,0,0,0,0,0
4366,Ella,solo,,,0,0,0,0,0,0,0
4367,Yoonseul,solo,,,0,0,0,0,0,0,0
4368,Joohee,solo,,,0,0,0,0,0,0,0
4369,Riye,solo,,,0,0,0,0,0,0,0
4370,CocaNButter,group,2022-10-06,,0,670533,0,0,0,0,0
4371,Ri.hey,solo,,,0,17713,0,0,0,0,0
4372,ZSun,solo,,,0,0,0,0,0,0,0
4373,Gaga,solo,,,0,0,0,0,0,0,0
4374,Bicki,solo,,,0,0,0,0,0,0,0
4375,Youngjae + Yerin,group,,2022,0,0,0,0,0,0,0
4377,Rayoon,solo,,2022,0,0,0,0,0,0,0
4378,P.K,solo,,2022,0,0,0,0,0,0,0
4379,Been,solo,,2022,0,0,0,0,0,0,0
4380,Sion,solo,,2022,0,0,0,0,0,0,0
4381,Gitaek,solo,,2021,0,0,43,0,0,0,0
4382,Jin,solo,,2021,0,0,0,0,0,0,0
4384,NINA,solo,2022-02-03,,0,300935,0,0,0,0,0
4385,Viral Affair,group,2021-09-27,,0,1414445,0,0,0,0,0
4386,Haesung,solo,,,0,0,0,0,0,0,0
4387,YJ,solo,,,0,0,0,0,0,0,0
4388,Chulho,solo,,,0,0,0,0,0,0,0
4389,Minsung,solo,,,0,0,0,0,0,0,0
4390,ZE:A + 9Muses + Jewelry,group,2011-12-01,,0,232013,0,0,0,0,0
4391,Soran,group,2010-08-19,,937,5097281,0,0,0,0,0
4392,Youngbae,solo,,,0,94317,0,0,0,0,0
4393,Taewook,solo,,,0,0,0,0,0,0,0
4394,Myunho,solo,,,0,0,0,0,0,0,0
4395,Yuil,solo,,,0,0,0,0,0,0,0
4396,Uin,solo,,,0,0,0,0,0,0,0
4397,Intae,solo,,,0,0,0,0,0,0,0
4398,Hosu,solo,,,0,0,0,0,0,0,0
4399,Jongwoo,solo,,,0,254842,0,0,0,0,0
4400,40,solo,2011-05-25,,0,12683423,450,0,0,0,0
4401,Mad Clown + Ailee,group,2018-04-12,2018,0,0,0,0,0,0,0
4402,Ravi + Ailee,group,2020-04-28,2020,0,723242,0,0,0,0,0
4403,Ailee + Ravi + Newkidd,group,2020-07-30,2020,0,2130766,0,0,0,0,0
4404,40 + Lim Jeong Hee,group,2013-12-06,2013,0,176975,0,0,0,0,0
4405,40 + Dasom,group,2017-01-16,2017,0,344311,0,0,0,0,0
4406,Wonjun,solo,,,0,0,0,0,0,0,0
4407,Yoon Soohyun,solo,2013-08-01,,0,49191,0,0,0,0,0
4408,Doyoung + Minha Kim,group,2022-10-25,2022,0,588755,0,0,0,0,0
4409,Minha Kim,solo,,2022,0,0,0,0,0,0,0
4410,tripleS,group,2022-10-28,,1498614,288528415,1166,0,4,2,0
4411,Kim Yooyeon,solo,,,0,0,0,0,0,0,0
4412,Kim Nakyoung,solo,,,0,157333,0,0,0,0,0
4413,Yoon Seoyeon,solo,,,0,0,0,0,0,0,0
4415,Gong Yubin,solo,,,0,0,0,0,0,0,0
4416,Lee Jiwoo,solo,,,0,0,0,0,0,0,0
4417,Jeong Hyerin,solo,,,0,0,0,0,0,0,0
4418,Kim Soomin,solo,,,0,0,0,0,0,0,0
4419,LOONA 1/3,group,2017-03-13,2023-05,12940,8759134,0,0,0,0,0
4420,Odd Eye Circle,group,2017-09-21,,72088,43987083,0,0,0,0,0
4421,LOONA/yyxy,group,2018-05-30,2023,21899,20797988,0,0,0,0,0
4422,CHANMINA,solo,2016-04-18,,0,42660720,0,0,0,0,0
4423,Yuju + Sunyoul,group,2016-03-10,2016,0,5158925,0,0,0,0,0
4424,Yuju + Jihoo,group,2017-10-27,2017,0,2301390,0,0,0,0,0
4425,Cao Lu + Kisum + Yerin,group,2017-03-16,2017,0,6345477,0,0,0,0,0
4426,Chung ha + Christopher,group,2020-09-28,,0,65505482,125,0,0,0,0
4427,Jiyoon,solo,,,0,5339,0,0,0,0,0
4428,Joy + Wonstein,group,,2022,0,445042,0,0,0,0,0
4429,J’LEA,solo,2022-11-11,,0,35615,0,0,0,0,0
4430,Hari Won,solo,,,0,4286434,0,0,0,0,0
4431,EruhWa,solo,2022-10-06,,0,75991,0,0,0,0,0
4432,Chung ha + Mommy Son,group,2019-09-11,2019,0,628375,0,0,0,0,0
4433,Starship Planet,group,,,0,23840384,0,0,0,0,0
4434,DICKPUNKS,group,2010-02-01,,17849,11218408,1617,0,0,0,0
4435,Jaeheung,solo,,,0,0,0,0,0,0,0
4436,Taehyun,solo,,,0,0,0,0,0,0,0
4437,Hyunwoo,solo,,,0,0,0,0,0,0,0
4438,Garam,solo,,,0,0,0,0,0,0,0
4439,Boohwal,group,1985-07-03,,9640,23948511,1836,0,0,1,0
4440,Sweden Laundry,group,2012-06-29,,0,606786,189,0,0,0,0
4441,Wang Seyoon,solo,,,0,0,0,0,0,0,0
4442,Choi Inyoung,solo,,,0,160880,0,0,0,0,0
4443,2BIC,group,2012-03-14,,682,20242000,4497,0,0,0,0
4444,Jihwan,solo,,,0,181498,0,0,0,0,0
4445,Junhyung,solo,,,0,149827,3,0,0,0,0
4446,2BiC + Davichi,group,2012-05-21,2012,0,2749661,0,0,0,0,0
4447,VIVA,group,2017-10-13,2019,0,113256,0,0,0,0,0
4448,Gayeon,solo,,2019,0,0,0,0,0,0,0
4449,Jaeny,solo,,2019,0,0,0,0,0,0,0
4450,Yeji,solo,,2019,0,0,0,0,0,0,0
4451,Iera,solo,,2015,0,0,0,0,0,0,0
4452,Nayeon,solo,,2015,0,0,0,0,0,0,0
4453,Super Junior + TVXQ!,group,,,0,2634983,0,0,0,0,0
4454,FIFTY FIFTY,group,2022-11-18,,168103,496746325,2668,46,0,3,0
4455,ARTBEAT v,group,2022-11-16,,0,3834472,0,0,0,0,0
4456,Seyoung,solo,,,0,0,0,0,0,0,0
4457,Yubin,solo,,,0,160083,0,0,0,0,0
4458,ANNEW,solo,,,0,0,0,0,0,0,0
4459,Damhee,solo,,2023,0,0,0,0,0,0,0
4460,Gaeun,solo,,,0,0,0,0,0,0,0
4461,Sieun,solo,,2023,0,0,0,0,0,0,0
4462,Haeun,solo,,,0,0,0,0,0,0,0
4463,AIMERS,group,2022-11-17,,16191,6604613,0,0,0,0,0
4465,Doryun,solo,,,0,0,0,0,0,0,0
4466,Yoel,solo,,,0,0,0,0,0,0,0
4467,Seunghwan,solo,,,0,0,0,0,0,0,0
4468,Wooyoung,solo,,,0,0,0,0,0,0,0
4469,SMTOWN,group,,,1403471,229618220,86,0,0,0,0
4470,Hitchhiker + Sokodomo,group,2020-05-15,2020,0,430840,0,0,0,0,0
4472,S,group,2003-09-24,2014,7549,1504285,0,0,0,0,0
4474,Jatanpung,group,2001-04-11,,0,44127280,0,0,0,0,0
4475,Kang Inbong,solo,,,0,0,0,0,0,0,0
4476,Kim Hyung Seop,solo,,,0,0,0,0,0,0,0
4477,Song Bongjoo,solo,,,0,0,0,0,0,0,0
4478,Giriboy + Mad Clown + Jooyoung,group,,,0,7782219,0,0,0,0,0
4479,Giriboy + Junggigo,group,,,0,564940,0,0,0,0,0
4480,Saena,solo,,,0,0,0,0,0,0,0
4481,Giriboy + Superbee,group,,,0,404204,0,0,0,0,0
4482,Keena,solo,,,0,207836,0,0,0,0,0
4483,Sio,solo,,,0,0,0,0,0,0,0
4484,Aran,solo,,,0,0,0,0,0,0,0
4485,Giriboy + Paloalto,group,,,0,28470,0,0,0,0,0
4486,Shin Gwang Il + Haram,group,,,0,42058,0,0,0,0,0
4487,RETA,solo,,,0,530482,0,0,0,0,0
4488,Huh Gak + Apink + Victon,group,2017-08-03,2017,0,2171013,0,0,0,0,0
4489,K.Will + Jeon Woo Sung,group,2013-12-17,2013,0,973738,0,0,0,0,0
4490,Juho,solo,2010-11-11,,0,11888007,5065,0,0,0,0
4491,RETA + San E,group,2022-02-21,2022,0,41649,0,0,0,0,0
4492,Flower,group,1999-09-09,,774,155781,804,0,0,0,0
4493,Go Yujin,solo,,,0,1579724,388,0,0,0,0
4494,Kim Woodi,solo,,,0,0,0,0,0,0,0
4495,Go Sungjin,solo,,,0,0,0,0,0,0,0
4496,Jeon Inhyuk,solo,,2006,0,0,0,0,0,0,0
4497,Queenz Eye,group,2022-10-24,,0,20779871,0,0,0,0,0
4498,Wonchae,solo,,,0,0,0,0,0,0,0
4499,Hannah,solo,,2025,0,0,0,0,0,0,0
4500,Narin,solo,,2025,0,0,0,0,0,0,0
4501,Ahyoon,solo,,,0,0,0,0,0,0,0
4502,Damin,solo,,2025,0,0,0,0,0,0,0
4503,Jenna,solo,,2023,0,0,0,0,0,0,0
4504,izi,group,2005-04-19,,0,12754,88,0,0,0,0
4505,Oh Jinseong,solo,,,0,8098,0,0,0,0,0
4506,Kim Jun Han,solo,,2007,0,0,0,0,0,0,0
4507,Shin Seung Ik,solo,,,0,0,0,0,0,0,0
4508,Lee Dong Won,solo,,2007,0,0,0,0,0,0,0
4509,DIGNITY,group,,,0,436526,0,0,0,0,0
4510,Luo,solo,,,0,0,0,0,0,0,0
4511,Luke,solo,,,0,0,0,0,0,0,0
4512,Minseok,solo,,,0,0,0,0,0,0,0
4513,On,solo,,,0,0,0,0,0,0,0
4514,Hyeongjin,solo,2022-09-23,,0,0,0,0,0,0,0
4515,DanJerous,group,2022-10-18,,0,876142,0,0,0,0,0
4516,DanceKang,solo,,,0,0,0,0,0,0,0
4517,Jinjeolme,solo,,,0,0,0,0,0,0,0
4518,Bada + Ryeowook,group,2016-09-22,2016,0,1613924,0,0,0,0,0
4519,K\'Pop,group,2001-10-01,2004,0,369795,0,0,0,0,0
4520,Joomin,solo,,2004,0,0,0,0,0,0,0
4521,Donghwa,solo,,2004,0,0,0,0,0,0,0
4522,Youngwon,solo,,2004,0,0,0,0,0,0,0
4523,Yoobin,solo,,2004,0,0,0,0,0,0,0
4524,Woohyun,solo,,2004,0,0,0,0,0,0,0
4526,Taemin + Bewhy,group,,,0,0,0,0,0,0,0
4527,UV + Taemin,group,2018-06-30,,0,0,0,0,0,0,0
4528,Gain + Jo Kwon,group,2009-12-17,2010,0,2340376,1916,0,2,1,0
4530,Baek A Yeon + Wendy,group,2017-12-02,2017,0,1163372,0,0,0,0,0
4531,Jimin N J.Don,group,2015-04-28,2015,0,4720285,0,0,0,0,0
4532,Yesung + Suran,group,2020-05-01,,0,766680,0,0,0,0,0
4533,Yesung + Seulgi,group,2017-01-21,,0,3237716,0,0,0,0,0
4534,UV,group,2010-04-16,,0,18372390,1812,0,0,0,0
4535,Yoo Seyoon,solo,,,0,4815622,51,0,0,0,0
4536,Muzie,solo,,,0,1712055,0,0,0,0,0
4537,SUV,group,2017-06-02,,0,2369100,0,0,0,0,0
4538,UV + Choi Siwon,group,2022-03-30,,0,437893,0,0,0,0,0
4539,GOMAK BOYS,group,2022-11-22,,0,635347,0,0,0,0,0
4540,XD,group,2022-12-01,,0,2163403,0,0,0,0,0
4541,DOHA,solo,,2024,0,0,0,0,0,0,0
4542,BAO,solo,,2024,0,0,0,0,0,0,0
4543,Jaemin,solo,,2024,0,0,0,0,0,0,0
4544,LUCENTE,group,2018-09-18,2021-04,0,316663,0,0,0,0,0
4545,U.Seong,solo,,2021,0,0,0,0,0,0,0
4546,Hero,solo,,2021,0,0,0,0,0,0,0
4547,Taejun,solo,,2021,0,0,0,0,0,0,0
4548,Z.Hoo,solo,,2021,0,0,0,0,0,0,0
4549,Yuri + Raiden,group,2018-01-26,2018,0,2368527,0,0,0,0,0
4550,Raiden + HYO,group,2020-10-30,2020,0,286262,0,0,0,0,0
4551,San E + Hyolyn,group,2015-01-02,2015,0,1491797,0,0,0,0,0
4552,Ja Jung,group,2022-11-30,,0,1334632,0,0,0,0,0
4553,Tophyun,solo,,,0,15266744,4413,0,0,0,0
4554,lake tinn,group,2021-06-11,,0,25779,0,0,0,0,0
4555,THE FIX,group,2022-11-26,,0,93216,0,0,0,0,0
4556,Bak Chang Geun,solo,1999-10-01,,57498,195894,0,0,0,0,0
4557,Lucky J,group,2014-07-17,2016-08,0,362433,0,0,0,0,0
4558,J’Kyun,solo,,2016,0,34154,0,0,0,0,0
4559,JERO,solo,,,0,206674,0,0,0,0,0
4560,yey,solo,2020-02-18,,0,144296,0,0,0,0,0
4561,Eru + J-Yo,group,2015-02-26,2015,0,248801,0,0,0,0,0
4562,T1 X Raiden + THE BOYZ,group,2022-10-07,2022,0,677050,0,0,0,0,0
4563,Kim Seungmin,solo,,,0,347266,1609,0,0,0,0
4564,Rollercoaster,group,1999-07-01,2015,0,804160,0,0,0,1,0
4565,Cho Wonseon,solo,,,0,0,0,0,0,0,0
4567,Cherry Filter,group,2000-04-14,,0,2598285,80,0,0,2,0
4568,Cheung Woo Jin,solo,,,0,0,0,0,0,0,0
4569,Yaenhead,solo,,,0,0,0,0,0,0,0
4570,Sonstar,solo,,,0,0,0,0,0,0,0
4571,Youjeen,solo,,,0,48301,0,0,0,0,0
4572,Girl\'s World,group,2022-06-20,,0,250606,0,0,0,0,0
4573,Windy,solo,,2023,0,0,0,0,0,0,0
4574,Kyrin,solo,,2023,0,0,0,0,0,0,0
4575,A-ra,solo,,,0,0,0,0,0,0,0
4576,Hari,solo,,,0,0,0,0,0,0,0
4577,Ginjo,solo,,,0,1858194,0,0,0,0,0
4578,IMLAY,solo,2015-02-24,,0,5747790,0,0,0,0,0
4579,IMLAY + Sik-K,group,2017-06-30,2017,0,208454,0,0,0,0,0
4580,LONGGUO & SHIHYUN,group,2017-07-31,2017,32935,3246303,0,0,0,0,0
4581,OuiOui,group,2018-03-15,,0,575263,0,0,0,0,0
4582,Blueny,solo,,,0,0,0,0,0,0,0
4583,Meijee,solo,,,0,5382,0,0,0,0,0
4584,GRAY + Loco + CODE KUNST,group,2022-11-21,2022,0,283397,0,0,0,0,0
4585,100% V,group,2013-11-20,2021,4504,375305,17,0,0,0,0
4586,Park Koon,solo,2019-09-17,,0,13735998,0,0,0,0,0
4587,cacophony,solo,2018-10-04,,0,583831,0,0,0,0,0
4588,Haha,solo,1997-05-01,,0,6279086,1532,0,3,0,0
4589,Brown Eyes,group,2001-06-07,2003,1584861,10137761,0,0,1,2,0
4591,JP,solo,1997-06-01,,867,13468539,2415,0,0,1,0
4592,PANIC,group,1995-10-01,,0,89849,3,0,0,0,0
4593,SHINHWA WDJ,group,2022-12-06,,7071,721546,0,0,0,0,0
4594,LOHYE,solo,2021-10-28,,0,33646,0,0,0,0,0
4595,C9 Entertainment Collab,group,2022-12-07,2022-12,0,829881,0,0,0,0,0
4597,Cha Ga Eul,solo,2019-11-16,,0,1610735,0,0,0,0,0
4598,GyeongseoYeji + Cha Ga Eul,group,2022-12-07,2022,0,751847,0,0,0,0,0
4599,LONG:D,group,2015-01-22,,0,2469636,0,0,0,0,0
4600,Han Minsae,solo,,,0,0,0,0,0,0,0
4601,Minshark,solo,,2019,0,0,0,0,0,0,0
4602,ChoMyo,group,2018-08-08,,0,59538,0,0,0,0,0
4603,Shin YongHee,solo,,,0,0,0,0,0,0,0
4604,Lee GwangSun,solo,,,0,0,0,0,0,0,0
4605,JunJoon,solo,,,0,0,0,0,0,0,0
4606,Lee Johyun,solo,,,0,0,0,0,0,0,0
4607,Odett,solo,,,0,98745,0,0,0,0,0
4608,Koonta,solo,2017-06-29,,0,994426,515,0,0,0,0
4609,SoljiHani,group,2013-02-15,2017,0,2609445,227,0,0,0,0
4611,BTOB + U Sungeun,group,2012-07-12,2012,0,871950,0,0,0,0,0
4612,Roh Yunha,solo,2021-06-28,,0,1638298,73,0,0,0,0
4613,QM,solo,2014-09-19,,0,0,0,0,0,0,0
4615,Brand New Music Collab,group,,,0,8908111,0,0,0,0,0
4616,Lee Boram + Punch + Baek Yebin,group,2022-12-18,2022,0,122885,0,0,0,0,0
4617,Sia Jiwoo,solo,2022-10-07,,0,2465675,0,0,0,0,0
4618,Jeon Gunho,solo,2020-11-14,,0,235371,6089,0,0,0,0
4619,GyeongseoYeji + Jeon Gunho,group,2021-05-19,,0,21305659,12309,0,0,0,0
4620,Rosmile,solo,2017-11-21,,0,40295,0,0,0,0,0
4621,Miso,solo,2016-12-08,,0,30159783,0,0,0,0,0
4622,Junggigo + Chanyeol,group,2017-02-22,2017,0,3863238,0,0,0,0,0
4623,Kim Yeonwoo,solo,1998-03-01,,15007,7761466,3377,0,0,0,0
4624,Huh Gak + Jeong Eunji,group,2013-06-01,2013,0,9630552,2396,0,0,0,1
4625,GG,group,2011-07-02,2011,0,0,1265,0,0,0,1
4626,Park Myungsoo,solo,1999-07-16,,0,1389561,1236,0,0,0,0
4627,Kwak Jin Eon + Kim Feel + Lim Do Hyeok,group,2014-09-20,2014,0,7236371,1022,0,0,0,1
4628,Lim Do Hyeok,solo,,,0,837772,508,0,0,0,0
4629,Shin Youme,solo,2009-07-20,,0,602512,0,0,0,0,0
4630,Punch + GLABINGO,group,2017-06-02,2017,0,4531552,0,0,0,0,0
4631,PRIMROSE,group,2023-01-13,,0,11062690,0,0,0,0,0
4632,Yeum,solo,,2023,0,0,0,0,0,0,0
4633,Ruby,solo,,,0,0,0,0,0,0,0
4634,We;Na,group,2022-09-06,,0,300129,0,0,0,0,0
4635,Blasé,solo,2018-12-13,,0,3958226,7,0,0,0,0
4636,NSW Yoon,solo,2021-06-23,,0,183003,59,0,0,0,0
4637,Toigo,solo,2019-04-26,,0,26006,0,0,0,0,0
4638,Khan,solo,2020-05-06,,0,178713,178,0,0,0,0
4639,Jambino,solo,2019-04-02,,0,988443,4,0,0,0,0
4640,Don Malik,solo,2014-11-11,,0,327191,481,0,0,0,0
4641,Han Yo Han,solo,2015-05-21,,3841,10294774,0,0,0,0,0
4642,Baek Jiyoung + Ong Seong Wu,group,2020-05-12,2020,0,1515795,0,0,0,0,0
4643,Park Hyekyoung + LONG:D,group,2017-02-09,2017,0,151040,0,0,0,0,0
4644,Long:D + Seenroot,group,2016-07-12,2016,0,41625,0,0,0,0,0
4645,Lee Hyun + Park Boram,group,2015-05-21,2015,0,685070,0,0,0,0,0
4646,Younha + Kanto,group,2014-06-13,2014,0,155041,0,0,0,0,0
4647,Yu Seung Woo + Younha,group,2017-08-24,2017,0,445471,0,0,0,0,0
4648,Ovan + Vinxen,group,2019-01-23,2019,0,2652796,0,0,0,0,0
4649,Lee Hyori + Lee Chanhyuk,group,2022-07-02,2022,0,487754,0,0,0,0,0
4650,Zia + Huh Gak,group,2022-09-12,2022,0,545218,1531,0,0,0,0
4651,Huh Gak + Plan A Boys,group,2016-08-31,2016,0,786744,0,0,0,0,0
4652,Woo Jin Young + Kim Hyun Soo,group,2018-06-14,2018,0,815278,0,0,0,0,0
4653,Jeong Jia,solo,2014-12-04,,0,86471,0,0,0,0,0
4654,Migyo,solo,2018-01-19,,2180,4179672,0,0,0,0,0
4655,Sumin,solo,2015-12-07,,0,686336,0,0,0,1,0
4657,Code Kunst + Lee Chanhyuk + Colde + sogumm,group,2021-12-09,2021,0,0,0,0,0,0,0
4658,Vromance,group,2016-07-12,2024-09,1224,2955300,2,0,0,0,0
4659,Janghyun,solo,,,0,0,0,0,0,0,0
4660,PARK HYUN KYU,solo,2022-06-07,,0,479937,0,0,0,0,0
4661,Chandong,solo,,,0,63061,0,0,0,0,0
4662,Hyunseok,solo,,,0,0,0,0,0,0,0
4663,Huh Gak + Vromance,group,2016-02-04,2016,0,698459,0,0,0,0,0
4664,Pateko,solo,2020-06-20,,0,137100,0,0,0,0,0
4665,D-Hack,solo,2016-07-26,,0,2602058,0,0,0,0,0
4666,D-Hack + Pateko,group,2020-06-22,,0,12160411,0,0,0,0,0
4667,D-Hack + Lee Soo Jin,group,2021-11-30,2021,0,854021,0,0,0,0,0
4668,D-Hack + Ryu Su Jeong,group,2022-04-15,2022,0,0,0,0,0,0,0
4669,Lee Minhyuk + Choi Yu Ree,group,2022-10-05,2022,0,454978,0,0,0,0,0
4670,george,solo,2016-03-16,,0,11775556,121,0,0,0,0
4671,George + Chuu,group,2022-12-05,2022,0,2052258,0,0,0,0,0
4673,Xooos,solo,2017-01-03,,0,5360733,0,0,0,0,0
4674,Baek A,solo,2018-04-03,,0,1500980,1035,0,0,0,0
4675,21univ.,solo,2021-04-12,,0,2832311,814,0,0,0,0
4676,Yu Seungwoo + Yoo Yeonjung,group,2016-11-10,2016,0,801334,0,0,0,0,0
4678,Leeteuk + Suho + Kassy,group,2016-06-30,2016,0,1327308,0,0,0,0,0
4679,george + Gang Haein,group,2018-08-17,2018,0,4449026,0,0,0,0,0
4680,Hash Swan,solo,2016-09-28,,1043,7904154,0,0,0,0,0
4681,Im Soo,solo,2018-12-21,,0,154512,0,0,0,0,0
4682,Vinxen + Ovan + Im Soo,group,2020-12-17,2020,0,517824,0,0,0,0,0
4683,Withus,group,2020-11-17,,0,299545,0,0,0,0,0
4684,Janghyeon,solo,,,0,0,0,0,0,0,0
4685,Rak,solo,,,0,0,0,0,0,0,0
4686,Junyeop,solo,,,0,0,0,0,0,0,0
4688,Hwanrok,solo,,,0,0,0,0,0,0,0
4689,DGNA,group,2010-03-04,2017-07,19499,2510312,142,0,0,0,0
4690,Karam,solo,,,0,0,0,0,0,0,0
4691,Hyunmin,solo,,2018,0,0,0,0,0,0,0
4692,Injun,solo,,2025,0,0,0,0,0,0,0
4693,Jay,solo,,,0,0,0,0,0,0,0
4694,Mika,solo,,2018,0,0,0,0,0,0,0
4695,GEMINI,solo,2020-11-01,,0,24595710,0,0,0,0,0
4696,Isak N Jiyeon,group,2002-08-01,2004,0,111366,0,0,0,0,0
4697,Isak,solo,,2004,0,0,0,0,0,0,0
4698,M.I.L.K,group,2001-12-18,2003,0,875760,0,0,0,0,0
4699,Heebon,solo,,2003,0,0,0,0,0,0,0
4700,Bomi,solo,,2003,0,0,0,0,0,0,0
4701,Hyunjin,solo,,2003,0,0,0,0,0,0,0
4702,Yumi,solo,,2003,0,0,0,0,0,0,0
4703,Youngjun + Lee Yejoon,group,2022-06-29,2022,0,73978,0,0,0,0,0
4704,Kim Min Jong,solo,1992-03-30,,0,277007,295,0,0,0,0
4705,Kangta + Wendy + Seulgi,group,2017-10-27,2017,0,2251790,0,0,0,0,0
4706,Sunny + Henry,group,2017-09-15,2017,0,3154138,0,0,0,0,0
4707,Yoo Youngjin + Taeyong,group,2017-08-05,2017,0,3375356,0,0,0,0,0
4708,A.KOR Black,group,2015-06-03,2017,0,498009,0,0,0,0,0
4710,The Barberettes,group,2014-05-27,2020,630,2047554,0,0,0,0,0
4711,An Shinae,solo,2023-09-21,,0,1404720,0,0,0,0,0
4712,Grace Kim,solo,,2015,0,0,0,0,0,0,0
4713,Park So Hee,solo,,2018,0,0,0,0,0,0,0
4714,Sunnie Lee,solo,,2020,0,0,0,0,0,0,0
4715,Sunwoo Jung A + The Barberettes,group,2018-04-26,2018,0,81823,0,0,0,0,0
4716,Jang Jinyoung + The Barberettes,group,2017-06-23,2017,0,372226,0,0,0,0,0
4717,Sunday + Kim Taehyun,group,2016-11-10,2016,0,10375731,0,0,0,0,0
